object/tangible/ship/components/armor/arm_corellian_cheap_durasteel.iff,Corellian Engineering Corporation Cheap Durasteel Plating,A1,59,144.8,0.38,900.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_gallofree_mk1.iff,Gallofree Mark I Starfighter Armor,A1,16,164.8,0.38,882.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_incom_light_plate.iff,Incom Light Starship Plating,A1,19,164.8,0.38,864.9,0.2,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mission_reward_rebel_incom_ultralight.iff,Incom Ultralight Armor Plating,A1,279,160,0.0001,585,0.0001,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_b5_durasteel.iff,Koensayr B5 Durasteel Armor,A1,58,168.8,0.39,882.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_b9_durasteel.iff,Koensayr B9 Durasteel Armor,A1,74,164.8,0.38,873.9,0.25,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_composite_j5.iff,MandalMotors J5 Composite Armor,A1,68,164.8,0.38,864.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_moncal_light_weave.iff,Mon Calamari Light Durasteel Weave,A1,95,124.8,0.38,702.9,0.14,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_rss_light_plastisteel.iff,Republic Sienar Systems Light Plastisteel Armor,A1,40,164.8,0.3,882.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_seinar_coated_plasteel.iff,Sienar Coated Plastisteel Armor,A1,41,166.8,0.38,882.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_seinar_enhanced_plasteel.iff,Sienar Enhanced Plastisteel Armor,A1,47,164.8,0.38,882.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sfs_light_durasteel.iff,Sienar Fleet Systems Light Durasteel Armor,A1,34,164.8,0.2,882.9,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_subpro_bargain_plastisteel.iff,Subpro Bargain Plastisteel Armor,A1,34,124.8,0.4,882.9,0.14,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_spider_shell_g2.iff,Baktoid G2 Spider Shell Armor,A2,49,211,0.39,1545.075,0.24,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_mtt_prototype.iff,Baktoid MTT Prototype Armor,A2,58,206,0.38,1529.325,0.25,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_shock_armor.iff,Baktoid Shock Armor,A2,57,206,0.38,1513.575,0.24,,,,,,,,,,,,,,
