object/tangible/ship/components/armor/arm_corellian_cheap_durasteel.iff,Corellian Engineering Corporation Cheap Durasteel Plating,A1,144.8,0.3800,900.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_gallofree_mk1.iff,Gallofree Mark I Starfighter Armor,A1,164.8,0.3800,882.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_incom_light_plate.iff,Incom Light Starship Plating,A1,164.8,0.3800,864.9,0.2000,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mission_reward_rebel_incom_ultralight.iff,Incom Ultralight Armor Plating,A1,160.0,0.0001,585.0,0.0001,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_b5_durasteel.iff,Koensayr B5 Durasteel Armor,A1,168.8,0.3900,882.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_b9_durasteel.iff,Koensayr B9 Durasteel Armor,A1,164.8,0.3800,873.9,0.2500,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_composite_j5.iff,MandalMotors J5 Composite Armor,A1,164.8,0.3800,864.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_moncal_light_weave.iff,Mon Calamari Light Durasteel Weave,A1,124.8,0.3800,702.9,0.1400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_rss_light_plastisteel.iff,Republic Sienar Systems Light Plastisteel Armor,A1,164.8,0.3000,882.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_seinar_coated_plasteel.iff,Sienar Coated Plastisteel Armor,A1,166.8,0.3800,882.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_seinar_enhanced_plasteel.iff,Sienar Enhanced Plastisteel Armor,A1,164.8,0.3800,882.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sfs_light_durasteel.iff,Sienar Fleet Systems Light Durasteel Armor,A1,164.8,0.2000,882.9,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_subpro_bargain_plastisteel.iff,SubPro Bargain Plastisteel Armor,A1,124.8,0.4000,882.9,0.1400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_spider_shell_g2.iff,Baktoid G2 Spider Shell Armor,A2,211.0,0.3900,1545.1,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_mtt_prototype.iff,Baktoid MTT Prototype Armor,A2,206.0,0.3800,1529.3,0.2500,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_shock_armor.iff,Baktoid Shock Armor,A2,206.0,0.3800,1513.6,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_corellian_light_durasteel.iff,Corellian Engineering Corporation Light Durasteel,A2,206.0,0.3800,1545.1,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_cygnus_light_weave.iff,Cygnus Light Armor Weave,A2,206.0,0.3800,1545.1,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_freitek_deluxe_light.iff,FreiTek Inc. Deluxe Light Durasteel,A2,181.0,0.3800,1387.6,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_reinforced_b5_durasteel.iff,Koensayr Reinforced B5 Durasteel Armor,A2,206.0,0.3800,1513.6,0.2000,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_kse_intermediate_durasteel.iff,Kuat Systems Engineering Intermediate Durasteel Plating,A2,206.0,0.2000,1545.1,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_kse_modified_light_durasteel.iff,Kuat Systems Engineering Modified Light Durasteel,A2,206.0,0.3000,1545.1,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_modifier_composite_j5.iff,MandalMotors Modified J5 Composite Armor,A2,156.0,0.3800,1545.1,0.1400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_moncal_improved_light_weave.iff,Mon Calamari Improved Light Durasteel Weave,A2,206.0,0.3800,1214.3,0.2500,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_rendili_tough_plate.iff,Rendili Tough Starship Plating,A2,208.5,0.3800,1545.1,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_slayn_tech_weave.iff,Slayn and Korpil Light Tech Weave,A2,206.0,0.3800,1545.1,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sorosuub_improved_light_plastisteel.iff,SoroSuub Improved Light Plastisteel Armor,A2,206.0,0.3800,1513.6,0.2400,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_corellian_reinforced_light_durasteel.iff,Corellian Engineering Corp. Reinforced Light Durasteel,A3,287.0,0.3800,1757.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_cygnus_standard_weave.iff,Cygnus Standard Durasteel Weave,A3,379.0,0.3800,2207.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_freitek_es4_durasteel.iff,Freitek ES-4 Durasteel Armor,A3,383.6,0.3800,2207.3,0.3160,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_freitek_ew6_prototype.iff,Freitek EW6 Prototype Armor,A3,379.0,0.3800,2207.3,0.3170,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_gallofree_mk2.iff,Gallofree Mark II Starfighter Armor,A3,379.0,0.3000,2207.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_incom_standard_plate.iff,Incom Standard Plating,A3,379.0,0.2000,2207.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_promotional_b9_durasteel.iff,Koensayr Promotional Edition B9 Durasteel,A3,379.0,0.3800,2162.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_standard_durasteel.iff,Koensayr Standard Durasteel Plating,A3,379.0,0.3800,2207.3,0.3100,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_kse_standard_durasteel.iff,Kuat Systems Engineering Standard Durasteel,A3,379.0,0.3800,2207.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_mandal_composite_j14.iff,MandalMotors J-14 Composite Armor,A3,333.0,0.3800,1982.3,0.3150,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_composite_j7.iff,MandalMotors J7 Composite Armor,A3,379.0,0.3800,2184.8,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sfs_standard_durasteel.iff,Sienar Fleet Systems Standard Durasteel,A3,379.0,0.3800,2162.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sorosuub_intemediate_plastisteel.iff,SoroSuub Intermediate Plastisteel,A3,388.2,0.3900,2207.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_subpro_improved_light_plastisteel.iff,SubPro Improved Light Plastisteel,A3,379.0,0.3800,2252.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_alderaan_royal_plate.iff,Alderaan Royal Plate Armor,A4,479.6,0.3800,3862.7,0.3160,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_alderaan_royal_weave.iff,Alderaan Royal Weave Armor,A4,416.3,0.3800,3468.9,0.3150,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_corellian_standard_durasteel.iff,Corellian Engineering Corp. Standard Durasteel Plating,A4,473.8,0.3800,3783.9,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_freitek_standard.iff,FreiTek Inc. Standard Armor,A4,473.8,0.3000,3862.7,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_incom_modified_standard_plate.iff,Incom Modified Standard Plate,A4,473.8,0.2000,3862.7,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_enhanced_standard_durasteel.iff,Koensayr Enhanced Standard Durasteel,A4,473.8,0.3800,3862.7,0.3100,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_heavy_durasteel.iff,Koensayr Heavy Durasteel Armor,A4,358.8,0.3800,3075.2,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_kse_heavy_durasteel.iff,Kuat Systems Engineering Heavy Durasteel,A4,473.8,0.3800,3862.7,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_double_plated_composite_j7.iff,MandalMotors Double Plated J7 Composite Armor,A4,473.8,0.3800,3823.3,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_mandal_insulated_i5.iff,MandalMotors I5 Insulated Armor,A4,473.8,0.3800,3862.7,0.3170,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sds_triplate_system.iff,Sienar Design Systems Tri-Plate Armor System,A4,473.8,0.3800,3862.7,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sfs_enhanced_standard_durasteel.iff,Sienar Fleet Systems Enhanced Standard Durasteel,A4,473.8,0.3800,3783.9,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mission_reward_imperial_sfs_light_military.iff,Sienar Fleet Systems Light Military Grade Durasteel,A4,460.0,0.0001,2047.5,0.0001,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sorosuub_special_intermediate_durasteel.iff,SoroSuub Special Edition Intermediate Durasteel,A4,485.3,0.3900,3862.7,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_subpro_standard_plastisteel.iff,SubPro Standard Plastisteel Armor,A4,473.8,0.3800,3941.4,0.3180,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_trilon_custom.iff,Customized Trilon Armor,A5,612.8,0.3800,5518.1,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_enhanced_heavy_durasteel.iff,Koensayr Enhanced Heavy Durasteel,A5,697.4,0.3800,5518.1,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_light_advanced_durasteel.iff,Koensayr Light Advanced Durasteel,A5,528.2,0.3800,4955.6,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_kse_modified_heavy_durasteel.iff,Kuat Systems Engineering Modified Heavy Durasteel,A5,697.4,0.3800,5518.1,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_custom_heavy_composite.iff,MandalMotors Custom Heavy Composite,A5,697.4,0.3800,5518.1,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_heavy_composite.iff,MandalMotors Heavy Composite,A5,714.4,0.3900,5518.1,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_sorosuub_heavy_plastisteel.iff,SoroSuub Heavy Plastisteel,A5,697.4,0.3800,5518.1,0.3780,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_subpro_improved_standard_durasteel.iff,SubPro Improved Standard Durasteel,A5,697.4,0.2000,5518.1,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_subpro_light_plasteel.iff,SubPro Light Plastisteel Armor,A5,697.4,0.3800,4955.6,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/armor_trilon_unknown.iff,Unknown Trilon Armor,A5,705.9,0.3800,5518.1,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_mission_reward_rebel_corellian_triplate.iff,Corellian Engineering Corp. Triplate Armor,A6,1269.6,0.0001,9180.0,0.0001,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_corellian_heavy_durasteel.iff,Corellian Heavy Durasteel,A6,871.8,0.3800,9645.7,0.3550,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_corellian_special_standard_durasteel.iff,Corellian Special Standard Durasteel,A6,893.0,0.3900,9645.7,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_advanced_durasteel.iff,Koensayr Advanced Durasteel,A6,871.8,0.3800,9449.0,0.3750,,,,,,,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_limited_heavy_durasteel.iff,Koensayr Limited Heavy Durasteel,A6,871.8,0.3800,9645.7,0.3450,,,,,,,,,,,,,,
