default,300,43.5,37.41,136.125,136.125,136.125,1,100,100,100,100,82.5,82.5,82.5,50,200,200,200,200,5,200,200,200,200,5,200,200,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,120,250,,,0.531,,200,200,25.6,25.6,,,0.531,,20,20,25.6,25.6,,,0.531,,20,20,25.6,25.6,,,0.531,,20,20,25.6,25.6,,,0.531,,20,20,25.6,25.6,,,0.531,,20,20,25.6,25.6,,,0.531,,20,20,25.6,25.6,,,0.531
arc170,6000,17,15,72,72,72,1.95,1592,3185,1592,3185,48,48,48,60,1592,3185,10000,10000,30,500,400,400,500,5,8000,8000,1592,3185,20,20,15,20,20,20,,20,,20,,wpn_incom_disruptor,1592,3185,4000,5400,,,0.32,,200,200,23.6,23.6,,,0.345,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assaultship,300,43.5,37.41,41.2,41.2,41.2,1,100,100,100,100,24.1,24.1,24.1,50,200,200,200,200,5,200,200,200,200,5,800,800,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,120,250,,,1.358,,200,200,65.536,65.536,,,1.358,,20,20,65.536,65.536,,,1.358,,20,20,65.536,65.536,,,1.358,,20,20,65.536,65.536,,,1.358,,20,20,65.536,65.536,,,1.358,,20,20,65.536,65.536,,,1.358,,20,20,65.536,65.536,,,1.358
awing,300,22.3,11.15,64.1,64.1,64.1,1.91,100,100,100,100,32.2,32.2,32.2,60,200,200,500,600,5,200,200,200,200,5,500,500,,,20,20,,20,20,20,,20,,20,,wpn_awing_blaster,200,200,180,250,,,0.509,wpn_slayn_imagerec_missile_s01,200,200,24.576,24.576,,,3,,20,20,24.576,24.576,,,0.509,,20,20,24.576,24.576,,,0.509,,20,20,24.576,24.576,,,0.509,,20,20,24.576,24.576,,,0.509,,20,20,24.576,24.576,,,0.509,,20,20,24.576,24.576,,,0.509
blacksun_heavy_s01,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,wpn_xwing_missile_s01,200,200,471,1543,0.9,0.23,6,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_heavy_s02,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,wpn_xwing_missile_s01,200,200,471,1543,0.9,0.23,6,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_heavy_s03,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,wpn_xwing_missile_s01,200,200,471,1543,0.9,0.23,6,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_heavy_s04,519,12.2,15.67,43,43,43,1.91,300,300,100,100,21,21,21,42,500,800,600,800,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,410,,,0.345,wpn_incom_disruptor,200,200,23.6,23.6,,,0.345,wpn_incom_disruptor,20,20,23.6,23.6,,,0.345,wpn_xwing_missile_s01,200,200,471,1543,0.9,0.23,6,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_light_s01,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_light_s02,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_light_s03,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_light_s04,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_medium_s01,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,,,,,,,,,wpn_incom_disruptor,200,200,120,250,,,0.345,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_medium_s02,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,,,,,,,,,wpn_incom_disruptor,200,200,120,250,,,0.345,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_medium_s03,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,,,,,,,,,wpn_incom_disruptor,200,200,120,250,,,0.345,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blacksun_medium_s04,519,16.8,8.4,61,61,61,1.81,300,300,100,100,34,34,34,55,500,400,300,500,5,500,400,400,500,5,300,300,,,20,20,,,,,,,,,,wpn_incom_disruptor,200,200,120,250,,,0.345,wpn_incom_disruptor,200,200,120,250,,,0.345,,,,,,,,,wpn_std_countermeasure,250,250,25,100,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bwing,300,16.2,8.1,52.7,52.7,52.7,1.76,100,100,100,100,22.3,22.3,22.3,48,200,200,600,700,5,200,200,200,200,5,800,800,,,20,20,,20,20,20,,20,,20,,wpn_bwing_blaster,200,200,200,310,,,0.679,wpn_bwing_blaster,200,200,32.768,32.768,,,0.679,wpn_bwing_blaster,20,20,32.768,32.768,,,0.679,wpn_bwing_blaster,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679,,20,20,32.768,32.768,,,0.679
civshuttle,300,26.1,22.446,20.6,20.6,20.6,1,100,100,100,100,16.2,16.2,16.2,30,200,200,200,200,5,200,200,200,200,5,200,200,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,120,250,,,0.17,,200,200,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17,,20,20,8.192,8.192,,,0.17
civspeeder,300,34.8,29.928,43.8,43.8,43.8,1,100,100,100,100,21.3,21.3,21.3,40,200,200,200,200,5,200,200,200,200,5,200,200,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,120,250,,,0.085,,200,200,4.096,4.096,,,0.085,,20,20,4.096,4.096,,,0.085,,20,20,4.096,4.096,,,0.085,,20,20,4.096,4.096,,,0.085,,20,20,4.096,4.096,,,0.085,,20,20,4.096,4.096,,,0.085,,20,20,4.096,4.096,,,0.085
civtaxi,300,43.5,37.41,25.3,25.3,25.3,1,100,100,100,100,19.1,19.1,19.1,50,200,200,200,200,5,200,200,200,200,5,200,200,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,120,250,,,0.127,,200,200,6.144,6.144,,,0.127,,20,20,6.144,6.144,,,0.127,,20,20,6.144,6.144,,,0.127,,20,20,6.144,6.144,,,0.127,,20,20,6.144,6.144,,,0.127,,20,20,6.144,6.144,,,0.127,,20,20,6.144,6.144,,,0.127
civtransport,300,26.1,22.446,21.3,21.3,21.3,1.65,100,100,100,100,14.2,14.2,14.2,30,200,200,200,200,5,200,200,200,200,5,200,200,,,20,20,,20,20,20,,20,,20,,wpn_generic,200,200,120,250,,,0.064,,200,200,3.072,3.072,,,0.064,,20,20,3.072,3.072,,,0.064,,20,20,3.072,3.072,,,0.064,,20,20,3.072,3.072,,,0.064,,20,20,3.072,3.072,,,0.064,,20,20,3.072,3.072,,,0.064,,20,20,3.072,3.072,,,0.064
corvette,60000,8,8,3,3,3,1.76,5000,10000,5000,10000,3,3,3,32,5000,10000,20000,20000,50,5000,10000,20000,20000,40,15000,15000,5000,10000,20,5000,,20,5000,5000,5000,10000,10000,10000,10000,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471,wpn_corvette_turret_sm_s01,4000,8000,520,640,,,0.471
corvette_ep3,15250,8,8,3,3,3,1.76,2275,6200,2275,6200,3,3,3,32,2275,6200,2400,2400,18,1275,4200,1200,1200,18,1590,1590,1590,4760,200,4760,,20,1200,1000,1400,1200,1450,1170,1560,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471,wpn_corvette_turret_sm_s01,1000,1200,520,640,,,0.471
corvette_interior,30000,8,8,3,3,3,1.76,2000,5000,2000,5000,3,3,3,32,3000,10000,6000,6000,50,3000,5000,3000,3000,40,5000,5000,1000,5000,20,5000,,20,5000,5000,5000,10000,10000,2000,2000,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471,wpn_corvette_turret_sm_s01,600,1000,520,640,,,0.471
decimator,654,8.1,12.4,43.2,43.2,43.2,1.81,100,100,100,100,21.4,21.4,21.4,46,500,400,600,600,5,500,400,400,500,5,700,700,,,20,20,,20,20,20,,20,,20,,wpn_incom_disruptor,200,200,320,340,,,0.429,,200,200,15.488,15.488,,,0.429,,20,20,15.488,15.488,,,0.429,,20,20,15.488,15.488,,,0.429,,20,20,15.488,15.488,,,0.429,,20,20,15.488,15.488,,,0.429,,20,20,15.488,15.488,,,0.429,,20,20,15.488,15.488,,,0.429
