object/tangible/ship/components/armor/arm_corellian_cheap_durasteel.iff,Corellian Engineering Corporation Cheap Durasteel Plating,A1,59,144.8,900.9,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_gallofree_mk1.iff,Gallofree Mark I Starfighter Armor,A1,16,164.8,882.9,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_incom_light_plate.iff,Incom Light Starship Plating,A1,19,164.8,864.9,,,,,,,,0.38,0.2,,,,,,,,
object/tangible/ship/components/armor/arm_mission_reward_rebel_incom_ultralight.iff,Incom Ultralight Armor Plating,A1,279,160,585,,,,,,,,0.0001,0.0001,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_b5_durasteel.iff,Koensayr B5 Durasteel Armor,A1,58,168.8,882.9,,,,,,,,0.39,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_b9_durasteel.iff,Koensayr B9 Durasteel Armor,A1,74,164.8,873.9,,,,,,,,0.38,0.25,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_composite_j5.iff,MandalMotors J5 Composite Armor,A1,68,164.8,864.9,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_moncal_light_weave.iff,Mon Calamari Light Durasteel Weave,A1,95,124.8,702.9,,,,,,,,0.38,0.14,,,,,,,,
object/tangible/ship/components/armor/arm_rss_light_plastisteel.iff,Republic Sienar Systems Light Plastisteel Armor,A1,40,164.8,882.9,,,,,,,,0.3,0.24,,,,,,,,
object/tangible/ship/components/armor/armor_seinar_coated_plasteel.iff,Sienar Coated Plastisteel Armor,A1,41,166.8,882.9,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/armor_seinar_enhanced_plasteel.iff,Sienar Enhanced Plastisteel Armor,A1,47,164.8,882.9,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_sfs_light_durasteel.iff,Sienar Fleet Systems Light Durasteel Armor,A1,34,164.8,882.9,,,,,,,,0.2,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_subpro_bargain_plastisteel.iff,Subpro Bargain Plastisteel Armor,A1,34,124.8,882.9,,,,,,,,0.4,0.14,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_spider_shell_g2.iff,Baktoid G2 Spider Shell Armor,A2,49,211,1545.075,,,,,,,,0.39,0.24,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_mtt_prototype.iff,Baktoid MTT Prototype Armor,A2,58,206,1529.325,,,,,,,,0.38,0.25,,,,,,,,
object/tangible/ship/components/armor/armor_baktoid_shock_armor.iff,Baktoid Shock Armor,A2,57,206,1513.575,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_corellian_light_durasteel.iff,Corellian Engineering Corporation Light Durasteel,A2,53,206,1545.075,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_cygnus_light_weave.iff,Cygnus Light Armor Weave,A2,43,206,1545.075,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_freitek_deluxe_light.iff,FreiTek Inc. Deluxe Light Durasteel,A2,9,181,1387.575,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_reinforced_b5_durasteel.iff,Koensayr Reinforced B5 Durasteel Armor,A2,64,206,1513.575,,,,,,,,0.38,0.2,,,,,,,,
object/tangible/ship/components/armor/arm_kse_modified_light_durasteel.iff,Kuat Systems Engineering Modified Light Durasteel,A2,96,206,1545.075,,,,,,,,0.3,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_kse_intermediate_durasteel.iff,Kuat Systems Engineering Intermediate Durasteel Plating,A2,49,206,1545.075,,,,,,,,0.2,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_mandal_modifier_composite_j5.iff,MandalMotors Modified J5 Composite Armor,A2,49,156,1545.075,,,,,,,,0.38,0.14,,,,,,,,
object/tangible/ship/components/armor/arm_moncal_improved_light_weave.iff,Mon Calamari Improved Light Durasteel Weave,A2,79,206,1214.325,,,,,,,,0.38,0.25,,,,,,,,
object/tangible/ship/components/armor/arm_rendili_tough_plate.iff,Rendili Tough Starship Plating,A2,56,208.5,1545.075,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_slayn_tech_weave.iff,Slayn and Korpil Light Tech Weave,A2,8,206,1545.075,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_sorosuub_improved_light_plastisteel.iff,SoroSuub Improved Light Plastisteel Armor,A2,69,206,1513.575,,,,,,,,0.38,0.24,,,,,,,,
object/tangible/ship/components/armor/arm_corellian_reinforced_light_durasteel.iff,Corellian Engineering Corp. Reinforced Light Durasteel,A3,38,287.04,1757.25,,,,,,,,0.38,0.318,,,,,,,,
object/tangible/ship/components/armor/arm_cygnus_standard_weave.iff,Cygnus Standard Durasteel Weave,A3,30,379.04,2207.25,,,,,,,,0.38,0.318,,,,,,,,
object/tangible/ship/components/armor/armor_freitek_es4_durasteel.iff,Freitek ES-4 Durasteel Armor,A3,3,383.64,2207.25,,,,,,,,0.38,0.316,,,,,,,,
object/tangible/ship/components/armor/armor_freitek_ew6_prototype.iff,Freitek EW6 Prototype Armor,A3,5,379.04,2207.25,,,,,,,,0.38,0.317,,,,,,,,
object/tangible/ship/components/armor/arm_gallofree_mk2.iff,Gallofree Mark II Starfighter Armor,A3,10,379.04,2207.25,,,,,,,,0.3,0.318,,,,,,,,
object/tangible/ship/components/armor/arm_incom_standard_plate.iff,Incom Standard Plating,A3,8,379.04,2207.25,,,,,,,,0.2,0.318,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_promotional_b9_durasteel.iff,Koensayr Promotional Edition B9 Durasteel,A3,22,379.04,2162.25,,,,,,,,0.38,0.318,,,,,,,,
object/tangible/ship/components/armor/arm_koensayr_standard_durasteel.iff,Koensayr Standard Durasteel Plating,A3,26,379.04,2207.25,,,,,,,,0.38,0.31,,,,,,,,
